company_name,linkedin_url,description,fleet_size,country
QinetiQ / Empire Test Pilots School,https://linkedin.com/company/avalon-aero-ltd,"Luke joined the Avalon Aero team back in 2017 as a Mechanic and since then has been an integral part of the team supporting the ""Empire Test Pilots School"" ...",16,Zimbabwe
Qingdao Airlines,https://linkedin.com/company/qingdao-airlines,Qingdao Airlines is mainly engaged in domestic and international air passenger and cargo transportation and related businesses. It was approved by the Civil ...,38,Taïwan
Quality Fly,https://linkedin.com/company/global-training-aviation,"With over 20 years of experience operating full flight simulators, we are committed to providing high-quality training solutions at the best value. At GTA, we ...",11,Espagne
Quanta Aviation Services,https://linkedin.com/company/quanta-aviation-services,"The goal of Quanta Aviation Services is to provide a central organization to manage, coordinate and serve all Quanta aviation operations.",4,Porto Rico
Quest Diagnostics,https://linkedin.com/company/quest-diagnostics,Quest Diagnostics (NYSE: DGX) empowers people to take action to improve health outcomes. Derived from the world's largest database of clinical lab results.,26,Porto Rico
Quick Air Jet Charter,https://linkedin.com/company/quick-air-jet-charter-gmbh,Worldwide Fixed Wing Air Ambulance Provider with capabilities to provide advanced life support. Specialised in adult intensive care transportation.,6,Allemagne
Quikjet Cargo Airlines,https://linkedin.com/company/quikjet-cargo-airline,"Quikjet is a cargo airline, based in India, catering to the growing Air cargo demand in the country and the subcontinent. The company was promoted by AFL.",1,Inde
RAF-Avia,https://linkedin.com/company/raf-avia,RAF-Avia is the leading cargo carrier in Baltics established in 1990. We operate regular and ad hoc charter flights in the region and all over the Europe.,4,Lettonie
Raimon Airways,https://linkedin.com/company/raimon-airways,"Raimon Airways is a newly established Iranian carrier, dedicated to providing safe, reliable, and thoughtful air travel across the region.",2,Iran
Rainier Flight Service,https://linkedin.com/company/rainier-flight-service,Rainier Flight Service provides career and leisure flight training with a simple mission: To spread a passion for aviation through the best service at the best ...,13,Porto Rico
Rano Air,https://linkedin.com/company/rano-air-limited,"Rano Air Limited is one of the leading domestic airline companies in Nigeria, offering affordable, efficient and reliable services to the air travelling ...",5,Nigeria
Ravenair,https://linkedin.com/company/ravenair,Diverse General & Business Aviation Company based at Liverpool John Lennon Airport. Full Fixed Base Operator (FBO). Your first choice at Liverpool John Lennon ...,35,Territoire britannique de l'océan Indien
Raya Airways,https://linkedin.com/company/rayaairways/,"Raya Airways, a Malaysian scheduled all-cargo airline specialises in express freight and air freighter charter servicing domestic, South East Asian and North ...",7,Malaisie
RCS Services,https://linkedin.com/company/rcs-services,"Founded in 1990, RCS Services, Inc. is a full service risk control, loss prevention, and insurance advisory firm specializing in providing a wide range of loss ...",11,Porto Rico
REACH Air Medical Services,https://linkedin.com/company/reach-air-medical-services,"We provide emergency services, patient relocation services, and search and rescue missions, via air & ground transports.",36,Porto Rico
Real Tonga Airline,https://linkedin.com/company/air-chathams-limited,Air Chathams is a 100% privately owned airline started in 1984 by CEO Craig Emeny. The airline built its foundations providing a critical air-link between ...,1,Tonga
Rectimo Air Transports,https://linkedin.com/company/rectimo-air-transports,Sobre nosotros ; Sitio web: http://www.rectimo.com. Enlace externo para Rectimo Air Transports ; Sector: Fabricación de componentes aeroespaciales y de aviación.,13,France
RED Air,https://linkedin.com/company/red-air-defense,"Red Air is an FPV kinetic strike force based in Perth, specialising in countering, challenging drone defence systems and red teaming.",2,République dominicaine
Red Rock Flight School,https://linkedin.com/company/red-rock-flight-school,"Red Rock Flight School is a family-owned and operated Part 61 flight school located at Falcon Field Airport in Mesa, Arizona.",5,Porto Rico
Red Sea Airlines,https://linkedin.com/company/red-sea-airlines/,Red Sea Airlines is newest airlines established in Egypt in 2021. Safety and security is priority number one for us. We operate scheduled and charter flights ...,4,Égypte
Red Wing Aviation,https://linkedin.com/company/redwingaviation,"Red Wing Aviation is one of the largest North American private aviation operators, with over 30 years of operational expertise.",4,Porto Rico
Red Wings,https://linkedin.com/company/detroit-red-wings,Detroit Red Wings | 28198 followers on LinkedIn. Official LinkedIn home of the 11x Stanley Cup Champion Detroit Red Wings • #LGRW | The Detroit Red Wings ...,32,Russie
Redding Aero Enterprises,https://linkedin.com/company/northgate-aviation,"We are located centrally at KCIC, offering travelers a premier experience just minutes away from CSU Chico, Sierra Nevada Brewery, and many other local ...",16,Porto Rico
Redstar Aviation,https://linkedin.com/company/redstar-aviation,"Redstar's core business is to provide Air Ambulance services, the past 33 years have seen Redstar excel in a wide spectrum of services, helping to develop ...",15,Turquie
Reeve Air Alaska,https://linkedin.com/company/kenaiaviation,"We operate daily scheduled flights between Kenai & Anchorage, scenic tours all over the peninsula, and charter services all over the State of Alaska.",1,Porto Rico
REGA Swiss Air-Ambulance,https://linkedin.com/company/rega/,"Swiss Air-Rescue Rega provides an around-the-clock service offering swift, expert assistance by air. In particular, we transport medical care to the ...",3,Suisse
REGA Swiss Air-Rescue,https://linkedin.com/company/rega/,"Swiss Air-Rescue Rega provides an around-the-clock service offering swift, expert assistance by air. In particular, we transport medical care to the ...",23,Suisse
Regency Air,https://linkedin.com/company/regency-air-llc,"Regency Air, LLC | 188 followers on LinkedIn. As a premiere private charter company, Regency Air offers the highest version of elegance, class, ...",6,Porto Rico
Reliant Air,https://linkedin.com/company/reliant-air,"Reliant Air is an aviation & aerospace company based out of 1 Wibling Rd, Danbury, CT, United States. Reliant Air Charter includes a fleet of Cessna Citations ...",7,Porto Rico
Renegade Air,https://linkedin.com/company/renegade-air,Renegade Air is a low-cost high energy customer-oriented organization that was founded in 2012. We offer safe and affordable travel at your convenience.,9,Kenya
Rennia Aviation,https://linkedin.com/company/rennia-aviation,Rennia Aviation is your premier private jet charter company that is redefining the air charter service industry for the better.,7,Porto Rico
Republic Airways,https://linkedin.com/company/republic-airways,"Republic Airways is a regional airline headquartered in Indianapolis, operating fixed-fee flights under our major airline partner brands of American Eagle, ...",1,Porto Rico
REVA Air Ambulance,https://linkedin.com/company/reva-air-ambulance,"REVA-operated jets transport ill or injured patients almost anywhere in the world. REVA works with insurance and travel assistance companies, as well as ...",1,Irlande
Revv Aviation,https://linkedin.com/company/flyrevv,"We offer the complete range of aviation services – from flight lessons (whether as a hobby or as training to become a professional pilot), to plane maintenance ...",7,Porto Rico
rex. Regional Express,https://linkedin.com/company/rex-airlines,"Rex Airlines is Australia's largest independent regional airline. Rex is Australia's most reliable domestic carrier, operating a fleet of Saab 340 aircraft to ...",37,Îles Cocos
Reynolds Jet,https://linkedin.com/company/reynolds-jet,"Reynolds Jet, headquartered in Cincinnati, Ohio, has been providing personalized aircraft management and on-demand charter solutions since 2008.",0,
RGA-Black Stone Airlines,https://linkedin.com/company/rga-black-stone-airlines,"RGA-Black Stone Airlines as the newest key player within the Indonesian air cargo market, servicing routes both across Indonesia and internationally.",2,Timor oriental
Richland Aviation,https://linkedin.com/company/richland-aviation-inc,"We believe that hard work, honesty and a sense of place are essential to our particular brand of Montana hospitality. Website: https://richlandaviation.com.",6,Porto Rico
Richmor Aviation,https://linkedin.com/company/richmor-aviation-inc.,Since 1967! Richmor Aviation is a privately owned Luxury Jet Charter Service provider serving any airport in the World from our headquarters in New York's ...,4,Porto Rico
Rimbun Air,https://linkedin.com/company/pt-rimbun-abadi-aviasi,"✈️ Charter Flight Milestone! On 24th May, Rimbun Air proudly commenced our charter flight operations using the ATR 72-600 for a valued client in the oil and gas ...",6,Timor oriental
RiseAir,https://linkedin.com/company/riseair,"It stands as one of Canada's largest independent air carriers, boasting the most diverse and comprehensive fleet of fixed-wing aircraft in Saskatchewan.",30,Canada
Riyadh Air,https://linkedin.com/company/riyadhair,"As a digitally native airline based in Riyadh, we harness innovation and cutting-edge technology to enhance every journey. With the ambition to ...",1,Arabie saoudite
Romania - Air Force,https://linkedin.com/company/romanian-air-force,Romanian Air Force · Airlines and Aviation · About us · Employees at Romanian Air Force · Similar pages · Browse jobs · Sign in to see who you already know at ...,41,Guernesey
Roraima Airways,https://linkedin.com/company/roraima-group-of-companies-%E2%80%93-roraima-airways,"Chief Executive Officer. Click here to view Gerry Gouveia's profile. Gerry Gouveia. Owner, Roraima Airways.",3,Guyana
Rossiya,https://linkedin.com/company/rossiya-airlines,"Rossiya Airlines Joint Stock Company is a world-famous airline with rich history, leader in flight safety, punctuality and quality of services.",129,Russie
