company_name,linkedin_url,description,company_name_norm,fleet_size
Solairus Aviation,https://linkedin.com/company/solairus-aviation,Solairus is an aviation services company assisting owners with the safe and economical operation of their aircraft.,solairus aviation,
Solar Cargo,https://linkedin.com/company/solar-cargo-ca,"Air cargo Airlines. http://www.solarcargo.com. Locations: Primary: Avenida CCCT 706 Caracas, Federal District, VE. Get directions.",solar cargo,
Solaris Aero,https://linkedin.com/company/solairus-aviation,Solairus is an aviation services company assisting owners with the safe and economical operation of their aircraft.,solaris aero,
Solaseed Air,https://linkedin.com/company/ibssoftware/,"IBS Software's solutions for the aviation industry cover fleet & crew operations, aircraft maintenance, passenger services, loyalty programs, ...",solaseed air,
Solenta Aviation,https://linkedin.com/company/solenta-aviation,Solenta Aviation is a specialized commercial aviation company offering diverse aviation solutions including jet and turbo prop on ACMI (Wet) and Dry Lease.,solenta aviation,
companies_name,https://linkedin.com/company/techasoft-pvt-ltd,Techasoft Pvt. Ltd is one of the fast growing IT companies that provide a holistic IT solution to businesses across geographies.,companies_name,
SolitAir,https://linkedin.com/company/solitaireksa,"Solitaire, Riyadh's latest lifestyle destination, offers a seamless blend of shopping, dining, and entertainment all under one roof.",solitair,
Solomon Airlines,https://linkedin.com/company/solomonairlines,"Solomon Airlines is the proud national carrier and serves a domestic network of 23 destinations. Our international network includes flights to Australia, Fiji, ...",solomon airlines,
Somon Air,https://linkedin.com/company/somon-air,Somon Air Central Asia's Favourite Airline! Date Event 2012 Launch of flight on the route Khudzhand - Krasnodar.(February) Launch of flight on the route ...,somon air,
Soulbird,https://linkedin.com/company/flysoulbird,"At Soulbird, we provide the highest level of customer service in the industry. The Soulbird team is here to serve you and your guests with excellence.",soulbird,
Sounds Air,https://linkedin.com/company/sounds-air,"Sounds Air offer a variety of aircraft charter services which can be tailored to suit your specific requirements, including corporate, sport/conference groups, ...",sounds air,
South Africa - Air Force,https://linkedin.com/company/south-african-air-force,"Browse jobs · Mechanical Engineer jobs. 46,392 open jobs · Regional Sales Manager jobs. 26,035 open jobs · National Sales Manager jobs. 21,583 open jobs ...",south africa - air force,
South African Airways,https://linkedin.com/company/flysaa,"South Africa Airways (SAA) began operations on 1 February 1934. SAA is a leading carrier in Africa, serving domestic, regional and international routes.",south african airways,
Southern Air Charter,https://linkedin.com/company/southern-air-charter-ltd-,"Southern Air Charter is fully Bahamian owned and operated. With over 20 years of experience, we pride ourselves in operating an on-time service while ...",southern air charter,
Southern Airways Express,https://linkedin.com/company/southern-airways-express,"Founded in 2013, Pompano Beach, Florida-based Southern Airways Express has quickly grown to become one of the largest commuter airlines in the United States.",southern airways express,
Southern Illinois University School of Aviation,https://linkedin.com/company/uaaaero,A professional association and unifying voice for promoting and furthering aviation education as a collegiate academic discipline.,southern illinois university school of aviation,
Southwest Aircraft Charter,https://linkedin.com/company/southwest-aircraft-charter,"Locations · Primary. 1651 S Country Club Dr. Mesa, AZ 85210, US. Get directions · 1655 S Country Club Dr. Mesa, Arizona 85210-6001, US. Get directions ...",southwest aircraft charter,
Southwest Airlines,https://linkedin.com/company/southwest-airlines,"At Southwest®, everything we do—from our smiling People to our policies—is designed to let you go with Heart. No matter what comes up in your travels, we've got ...",southwest airlines,
Southwind Airlines,https://linkedin.com/company/southwind-airlines,Hoş geldin TC-GRF ve TC-GRG ✈️ Yaz sezonunun artan yolcu talebine daha etkin yanıt verebilmek ve orta menzilli hatlarımızda kapasite artışı sağlamak amacıyla ...,southwind airlines,
SpaceBee Airlines,https://linkedin.com/company/spacebee-airlines-uzbekistan,"Cargo Air Carrier, International Air Transport. https://flyspacebee.com. Locations: Primary 77, Bobur Street 401 Tashkent, 100022, UZ.",spacebee airlines,
Spain - Air Force,https://linkedin.com/company/eagg,Our mission is to improve the operational capabilities of the European Air Group partners' Air Forces to carry out operations in pursuit of shared interests.,spain - air force,
Spain - Army,https://linkedin.com/company/ejercito-de-tierra/,Browse jobs · Tools Engineer jobs · Data Center Engineer jobs · Field Application Engineer jobs · Telecommunications Engineer jobs · Network Engineer jobs.,spain - army,
Spain - Coast Guard,https://linkedin.com/company/uscoastguard,"The mission of the U.S. Coast Guard is to protect the public, the environment, and U.S. economic interests — along the coast and our coastal borders ...",spain - coast guard,
Spain - Guardia Civil,https://linkedin.com/company/guardiacivil,La Guardia Civil es un Cuerpo de Seguridad Pública de naturaleza militar y ámbito nacional que forma parte de las Fuerzas y Cuerpos de Seguridad del Estado ...,spain - guardia civil,
SPARFELL,https://linkedin.com/company/sparfellgroup/,"SPARFELL is a world leader in the field of aviation, providing a one-stop solution for every need. At the core of every service is a true passion and loyalty ...",sparfell,
Spartan College of Aeronautics and Technology,https://linkedin.com/company/spartan-iraq,"The rich history of Spartan College reaches back to its founding in 1928. The college has provided training to more than 130,000 students from all 50 states and ...",spartan college of aeronautics and technology,
Specialist Aviation Services,https://linkedin.com/company/specialist-aviation-services,We provide a range of quality services to the aviation industry - everything from aircraft completions and maintenance through to pilots and training.,specialist aviation services,
Specsavers Aviation,https://linkedin.com/company/aviation-south-west-ltd,Aviation South West offers UK CAA and EASA Commercial Flight Training in the UK and Malta. Modular or Integrated. Our Direct to First Officer (DCT) course ...,specsavers aviation,
SpiceJet,https://linkedin.com/company/spicejet-limited,Website: http://www.spicejet.com. Externe link voor SpiceJet Limited ; Branche: Luchtvaartmaatschappijen en luchtvaart ; Bedrijfsgrootte: Meer dan 10.000 ...,spicejet,
Spirit Airlines,https://linkedin.com/company/spirit-airlines,"From our all-Airbus fleet to our 15 countries across the US, Latin America and the Caribbean, we aim to make taking off and having fun easy.",spirit airlines,
SpiritJets,https://linkedin.com/company/spiritjets,"SpiritJets is a full service aircraft management and charter company headquartered in St. Louis, Missouri. It was founded on the principal of providing safe, ...",spiritjets,
Spot Jet Services,https://linkedin.com/company/private-jet-services-group-inc-,"PJS is a private aviation consultancy providing mission-critical flight services to a global clientele of corporations, professional and collegiate sports ...",spot jet services,
Spree Flug,https://linkedin.com/company/spreeflug,"Unsere Jets stehen für fast jede Destination in Europa zur Verfügung und unsere Piloten besitzen alle erforderlichen Schulungen, um Sie reibungslos an ihr Ziel ...",spree flug,
Spring Airlines,https://linkedin.com/company/spring-airlines,Spring Airlines is China's first and North Asia's largest low fare airline – guaranteeing our customers the best-value airfares in China and across the Asia ...,spring airlines,
Spring City Aviation,https://linkedin.com/company/spring-city-aviation-inc-,"Welcome to Spring City Aviation, Inc. Southeastern Wisconsin's premier Flight Training, Air Charter, Aircraft Maintenance and Aircraft Brokering Company!",spring city aviation,
Spring Japan,https://linkedin.com/company/spring-airlines/,Spring Airlines is China's first and North Asia's largest low fare airline – guaranteeing our customers the best-value airfares in China and across the Asia ...,spring japan,
SprintAir,https://linkedin.com/company/sprintair,SprintAir is a Polish air carrier boasting thirteen years of experience and expertise in air cargo services performed both as regular operations and ad-hoc ...,sprintair,
SriLankan Airlines,https://linkedin.com/company/flysrilankan,"SriLankan Airlines, the National Airline of Sri Lanka, is an award winning carrier with a firm reputation as a global leader in service, comfort, safety, ...",srilankan airlines,
Sriwijaya Air,https://linkedin.com/company/sriwijayaair/,"Welcome to Sriwijaya Air, an airline which is the customers' pride. Soaring in the Indonesian sky and beyond for fourteen years, Sriwijaya Air has always been ...",sriwijaya air,
St Barth Commuter,https://linkedin.com/company/st-barth-commuter,St Barth Commuter is a French certified airline based in Saint-Barthelemy providing scheduled and private charter flights services to and from the exclusive ...,st barth commuter,
St Barth Executive,https://linkedin.com/company/st-barth-executive,"St Barth Executive is a VIP Air Charter company located in St Barth, offering direct flights connecting St Barts with the US, the Caribbean and Latin ...",st barth executive,
STAjets,https://linkedin.com/company/sta-jets-inc,STA is a passionate group of aviators that put client satisfaction at the heart of their business. STA has been managing aircraft since 2009.,stajets,
